,Tenure,MonthlyCharges,TotalCharges,Churn,Gender_Male,SeniorCitizen_Yes,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
247,15,74.4,1074.3,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
248,1,48.55,48.55,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
249,42,99.0,4298.45,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0
250,51,93.5,4619.55,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0
251,2,70.4,147.15,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
252,1,40.2,40.2,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
253,32,83.7,2633.3,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0
254,10,19.85,193.05,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
255,67,59.55,4103.9,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0
256,61,115.1,7008.15,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0
257,50,114.35,5791.1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
258,2,44.6,80.55,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
259,29,45.0,1228.65,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
260,3,41.15,132.2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
261,13,106.9,1364.3,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0
262,57,89.85,4925.35,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
263,31,49.85,1520.1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0
264,45,113.3,5032.25,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
265,61,88.1,5526.75,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1
266,50,24.9,1195.25,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
267,19,105.0,2007.25,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1
268,59,19.35,1099.6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
269,71,24.25,1732.95,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
270,16,94.45,1511.2,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0
271,57,59.75,3450.15,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0
272,1,24.8,24.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,20,107.05,2172.05,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0
274,1,70.6,70.6,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
275,5,85.4,401.1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0
276,52,105.05,5624.85,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0
277,21,64.95,1339.8,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
278,14,55.0,771.95,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0
279,5,50.55,244.75,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
280,6,55.15,322.9,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
281,10,51.2,498.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
282,1,25.4,25.4,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
283,68,54.45,3687.75,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
284,18,95.15,1779.95,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
285,22,76.0,1783.6,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
286,20,44.35,927.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
287,1,70.0,70.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
288,8,74.5,606.55,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
289,10,44.85,435.4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
290,24,76.1,1712.7,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
291,35,61.2,2021.2,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
292,23,86.8,1940.8,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1
293,6,89.35,567.8,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
294,12,19.7,220.35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
295,1,20.25,20.25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
296,71,76.05,5436.45,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
297,35,100.8,3437.5,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0
298,40,74.55,3015.75,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0
299,1,73.6,73.6,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
300,23,64.9,1509.8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
301,4,95.45,396.1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0
302,4,90.4,356.65,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
303,68,60.3,4109.0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0
304,38,81.85,3141.7,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
305,52,24.8,1229.1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
306,32,74.9,2303.35,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
307,29,75.55,2054.4,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
308,38,101.15,3741.85,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
309,48,78.75,3682.45,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0
310,1,19.25,19.25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
311,22,89.05,1886.25,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
312,43,115.05,4895.1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0
313,5,69.35,341.6,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
314,5,80.6,415.55,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
315,51,110.05,5686.4,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0
316,71,19.9,1355.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
317,38,80.3,3058.65,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0
318,24,93.15,2231.05,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0
319,35,91.5,3236.35,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0
320,54,82.45,4350.1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0
321,72,60.0,4264.0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0
322,1,44.8,44.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
323,9,48.6,422.3,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
324,69,60.05,4176.7,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0
325,52,102.7,5138.1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0
326,11,82.9,880.05,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
327,2,70.35,139.05,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
328,28,35.9,973.65,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
329,17,82.65,1470.05,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
330,35,19.85,739.35,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
331,8,19.2,161.95,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
332,46,94.9,4422.95,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0
333,7,73.85,511.25,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
334,2,80.6,155.8,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
335,68,75.8,5293.95,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0
336,43,104.6,4759.85,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0
337,68,88.15,6148.45,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0
338,36,94.8,3565.65,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0
339,63,103.4,6603.0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0
340,32,54.65,1830.1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
341,71,85.75,6223.8,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0
342,66,67.45,4508.65,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
343,63,20.5,1328.15,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
344,41,20.25,865.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
345,1,72.1,72.1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
346,2,90.4,168.2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
347,70,19.45,1303.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
348,23,44.95,996.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
349,64,97.0,6430.9,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
350,37,62.8,2278.75,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0
351,17,44.6,681.4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
352,7,89.15,574.35,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
353,4,84.8,371.9,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
354,21,41.9,840.1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
355,10,80.25,846.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
356,16,54.1,889.0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
357,64,105.25,6823.4,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0
358,27,30.75,805.1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
359,42,97.1,4016.75,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0
360,5,20.2,83.75,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
361,41,98.8,3959.15,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0
362,58,50.3,2878.55,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
363,47,20.55,945.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
364,18,75.9,1373.05,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
365,5,96.5,492.55,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
366,23,59.95,1406.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
367,1,19.15,19.15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
368,71,98.65,6962.85,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0
369,72,112.6,8126.65,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
370,33,20.6,690.25,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
371,2,85.65,181.5,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
372,24,35.75,830.8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
373,56,99.75,5608.4,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0
374,37,96.1,3646.8,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0
375,43,85.1,3662.25,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0
376,1,25.35,25.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
377,25,104.95,2566.5,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0
378,61,89.65,5308.7,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0
379,17,86.75,1410.25,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
380,41,86.2,3339.05,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0
381,1,50.65,50.65,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
382,72,64.8,4732.35,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0
383,1,90.85,90.85,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0
384,48,108.1,5067.45,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0
385,11,19.95,214.75,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
386,55,85.45,4874.7,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0
387,42,54.75,2348.45,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0
388,44,90.4,4063.0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
389,1,44.0,44.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
390,27,95.6,2595.25,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0
391,27,84.8,2309.55,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0
392,2,44.3,89.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
393,19,19.9,367.55,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
394,42,95.05,3944.5,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0
395,66,90.05,5965.95,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0
396,33,109.9,3694.7,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0
397,34,73.95,2524.45,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
398,33,54.6,1803.7,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0
399,23,20.05,415.1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
400,32,19.75,624.15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
401,11,20.05,237.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
402,69,99.45,7007.6,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0
403,68,55.9,3848.8,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
404,20,19.7,419.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
405,72,19.8,1468.75,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
406,60,95.4,5812.0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0
407,32,93.95,2861.45,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
408,1,19.9,19.9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
409,1,19.6,19.6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
410,3,81.35,233.7,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
411,46,24.45,1066.15,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
412,29,74.95,2149.05,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
413,51,87.35,4473.0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0
414,48,70.65,3545.05,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
415,16,73.25,1195.75,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
416,70,98.7,6858.9,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0
417,40,24.8,1024.7,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
418,22,83.3,1845.9,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
419,1,75.3,75.3,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
420,5,24.3,132.25,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
421,7,69.85,515.45,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
422,29,100.55,2830.45,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0
423,44,25.7,1110.5,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
424,10,40.7,449.3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
425,55,51.65,2838.55,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,52,105.1,5376.4,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0
427,10,85.95,858.6,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
428,18,75.6,1395.05,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
429,68,58.25,3975.7,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
430,61,19.4,1182.55,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
431,72,65.2,4784.45,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0
432,2,53.45,119.5,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
433,12,45.4,518.9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
434,41,19.75,899.45,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
435,26,44.45,1183.8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
436,36,20.85,720.05,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
437,72,114.05,8468.2,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
438,35,89.85,3161.2,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
439,1,55.05,55.05,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
440,16,112.95,1882.55,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0
441,49,101.55,5070.4,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0
442,54,114.65,6049.5,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1
443,18,64.8,1166.7,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
444,36,80.4,2937.65,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
445,60,105.9,6396.45,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0
446,1,69.55,69.55,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
447,52,25.05,1270.25,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
448,8,94.75,759.55,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0
449,72,105.5,7611.55,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0
450,64,24.7,1642.75,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
451,22,69.75,1545.4,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1
452,60,60.2,3582.4,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0
453,28,81.05,2227.1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
454,61,24.4,1417.9,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
455,24,104.15,2494.65,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0
456,28,92.9,2768.35,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0
457,30,80.8,2369.3,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0
458,2,20.0,38.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
459,1,75.1,75.1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
460,6,19.65,100.9,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
461,24,69.45,1614.05,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
462,4,101.15,385.9,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
463,7,99.8,673.25,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0
464,72,116.05,8404.9,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0
465,70,40.05,2799.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1
466,64,102.1,6538.45,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0
467,72,89.7,6588.95,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0
468,44,19.9,868.1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
469,13,55.95,734.35,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
470,17,20.65,330.6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
471,1,55.0,55.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
472,9,70.05,564.4,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
473,24,53.6,1315.35,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
474,1,74.7,74.7,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
475,24,80.25,1861.5,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
476,35,76.05,2747.2,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0
477,7,75.7,554.05,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0
478,5,96.1,453.4,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0
479,15,69.0,994.8,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
480,11,19.65,225.75,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
481,48,45.3,2145.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
482,20,81.45,1671.6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
483,72,108.5,8003.8,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0
484,8,83.55,680.05,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
485,72,84.5,6130.85,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0
486,15,100.15,1415.0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0
487,72,88.6,6201.95,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0
488,0,52.55,0.0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0
489,1,74.35,74.35,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
490,63,104.8,6597.25,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0
491,2,59.0,114.15,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
492,2,74.4,139.4,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
493,61,64.05,3902.6,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
494,1,20.4,20.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
495,22,43.75,903.6,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0
496,28,60.9,1785.65,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
497,70,19.8,1397.65,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
